Loading python/3.11.6--gcc--8.5.0
  Loading requirement: bzip2/1.0.8-gp5wcz5 libmd/1.0.4-wja3f5q
    libbsd/0.11.7-cgxjopl expat/2.5.0-bptl3xw ncurses/6.4-asx3jea
    readline/8.2-nyw6mp6 gdbm/1.23-fs6otck libiconv/1.17-d7yvx2s
    xz/5.4.1-hubmwr5 zlib-ng/2.1.4-6htiapk libxml2/2.10.3-5eeeokp
    pigz/2.7-bopr5vp zstd/1.5.5-gawytfl tar/1.34-amqus5s gettext/0.22.3-2g7elif
    libffi/3.4.4-6r7brdq libxcrypt/4.4.35-ss2rzin sqlite/3.43.2
    util-linux-uuid/2.38.1-jkdi7kv
Running on  nodes
---------------------------------------------
SLURM job ID:        13607076
SLURM job node list: lrdn3339
DATE:                Sat Mar  8 16:45:25 CET 2025
---------------------------------------------
Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
03/08/2025 16:45:44 - INFO - __main__ - LOADING DATASET
03/08/2025 16:45:44 - INFO - __main__ - ***** Dataset customization *****
03/08/2025 16:46:13 - INFO - __main__ - DataLoader - beginning
03/08/2025 16:46:13 - INFO - __main__ - DataLoader - ending
03/08/2025 16:46:13 - INFO - __main__ - ***** Running training *****
03/08/2025 16:46:13 - INFO - __main__ -   Num examples = 78773
03/08/2025 16:46:13 - INFO - __main__ -   Max num Epochs = 10
03/08/2025 16:46:13 - INFO - __main__ -   Instantaneous batch size per device = 32
03/08/2025 16:46:13 - INFO - __main__ -   Total train batch size (w. parallel, distributed & accumulation) = 32
03/08/2025 16:46:13 - INFO - __main__ -   Gradient Accumulation steps = 1
03/08/2025 16:46:13 - INFO - __main__ -   Max optimization steps = 50000
03/08/2025 16:46:13 - INFO - __main__ -   Output directory = ../../../../../../../../../leonardo_scratch/fast/IscrC_IRA-LLMs/old_datasets_512/
osti cuda
  0%|          | 0/50000 [00:00<?, ?it/s]03/08/2025 16:46:13 - INFO - __main__ -   Already completed optimization steps = 0
03/08/2025 16:46:13 - INFO - __main__ -   Residual optimization steps = 50000
03/08/2025 16:46:13 - INFO - __main__ -   Checkpointed epoch = 0
03/08/2025 16:46:13 - INFO - __main__ - Active dataloader length: 2462
03/08/2025 16:46:13 - INFO - __main__ - Total expected steps: 24620
03/08/2025 16:46:15 - INFO - __main__ -   Loss = 3.60724139213562, epoch = 0, step = 0
  0%|          | 1/50000 [00:02<29:59:00,  2.16s/it]03/08/2025 16:46:16 - INFO - __main__ -   Loss = 3.6023550033569336, epoch = 0, step = 1
  0%|          | 2/50000 [00:02<16:47:22,  1.21s/it]03/08/2025 16:46:16 - INFO - __main__ -   Loss = 3.5944926738739014, epoch = 0, step = 2
  0%|          | 3/50000 [00:03<12:34:14,  1.10it/s]03/08/2025 16:46:17 - INFO - __main__ -   Loss = 3.6040821075439453, epoch = 0, step = 3
  0%|          | 4/50000 [00:03<10:35:18,  1.31it/s]03/08/2025 16:46:17 - INFO - __main__ -   Loss = 3.5989389419555664, epoch = 0, step = 4
  0%|          | 5/50000 [00:04<9:29:33,  1.46it/s] 03/08/2025 16:46:18 - INFO - __main__ -   Loss = 3.6028099060058594, epoch = 0, step = 5
  0%|          | 6/50000 [00:04<8:49:55,  1.57it/s]03/08/2025 16:46:18 - INFO - __main__ -   Loss = 3.5971858501434326, epoch = 0, step = 6
  0%|          | 7/50000 [00:05<8:24:46,  1.65it/s]03/08/2025 16:46:19 - INFO - __main__ -   Loss = 3.5964293479919434, epoch = 0, step = 7
  0%|          | 8/50000 [00:05<8:08:16,  1.71it/s]03/08/2025 16:46:20 - INFO - __main__ -   Loss = 3.605348587036133, epoch = 0, step = 8
  0%|          | 9/50000 [00:06<7:57:13,  1.75it/s]03/08/2025 16:46:20 - INFO - __main__ -   Loss = 3.586886405944824, epoch = 0, step = 9
  0%|          | 10/50000 [00:07<7:49:42,  1.77it/s]03/08/2025 16:46:21 - INFO - __main__ -   Loss = 3.599409818649292, epoch = 0, step = 10
  0%|          | 11/50000 [00:07<7:44:32,  1.79it/s]03/08/2025 16:46:21 - INFO - __main__ -   Loss = 3.6028172969818115, epoch = 0, step = 11
  0%|          | 12/50000 [00:08<7:40:59,  1.81it/s]03/08/2025 16:46:22 - INFO - __main__ -   Loss = 3.6021015644073486, epoch = 0, step = 12
  0%|          | 13/50000 [00:08<7:38:29,  1.82it/s]03/08/2025 16:46:22 - INFO - __main__ -   Loss = 3.581455707550049, epoch = 0, step = 13
  0%|          | 14/50000 [00:09<7:36:46,  1.82it/s]03/08/2025 16:46:23 - INFO - __main__ -   Loss = 3.576704740524292, epoch = 0, step = 14
  0%|          | 15/50000 [00:09<7:35:35,  1.83it/s]03/08/2025 16:46:23 - INFO - __main__ -   Loss = 3.5895721912384033, epoch = 0, step = 15
