# x1
-0.328280,-0.229207,-0.275158,-0.229924,-0.226577,-0.224537,-0.233956,-0.247087,-0.353099,-0.262942,-0.260705,-0.239030,-0.200974,-0.168656,-0.208425,-0.220544,-0.205516,-0.248645,-0.303125,-0.363238,-0.183444,-0.111717,-0.139370,-0.171239,-0.237225,-0.251462,-0.230044,-0.198107,-0.198700,-0.246964,-0.273985,-0.293967,-0.312237,-0.178454,-0.221793,-0.252537,-0.245917,-0.220770,-0.215309,-0.262798,-0.392944,-0.370784,-0.368800,-0.439000,-0.367220,-0.319937,-0.376543,-0.444181,-0.394085,-0.352498
-0.367516,-0.359032,-0.362666,-0.368157,-0.335254,-0.406022,-0.406744,-0.341699,-0.234499,-0.316791,-0.357120,-0.361185,-0.427528,-0.421474,-0.396448,-0.433845,-0.457558,-0.350926,-0.352228,-0.397071,-0.442670,-0.446155,-0.470911,-0.388356,-0.361438,-0.343683,-0.346843,-0.364893,-0.333353,-0.318333,-0.271541,-0.309743,-0.370057,-0.375189,-0.351269,-0.230762,-0.290751,-0.400050,-0.283562,-0.279905,-0.358326,-0.291934,-0.268213,-0.321063,-0.321501,-0.373299,-0.347980,-0.324009,-0.334255,-0.411774
-0.995279,-0.998245,-0.995380,-0.996091,-0.998139,-0.997335,-0.996921,-0.996559,-0.997328,-0.994803,-0.994815,-0.998246,-0.999135,-0.999188,-0.988641,-0.996839,-0.996941,-0.997695,-0.997491,-0.997811,-0.997904,-0.997763,-0.997862,-0.998389,-0.998534,-0.998060,-0.999255,-0.973723,-0.994609,-0.994447,-0.994169,-0.990291,-0.992678,-0.994157,-0.996983,-0.995779,-0.995531,-0.998285,-0.998360,-0.996902,-0.995829,-0.969600,-0.993930,-0.998432,-0.997576,-0.997089,-0.998455,-0.998038,-0.997897,-0.997865
-0.914811,-0.984883,-0.994195,-0.996135,-0.996775,-0.994928,-0.994425,-0.996475,-0.996287,-0.994788,-0.995511,-0.996143,-0.995237,-0.661294,-0.958596,-0.633135,-0.637325,-0.803903,-0.755994,-0.599392,-0.596410,-0.919666,-0.977395,-0.985693,-0.995495,-0.994580,-0.993125,-0.962290,-0.967033,-0.995137,-0.994446,-0.995020,-0.995855,-0.994931,-0.996429,-0.995667,-0.994971,-0.994663,-0.995237,-0.683779,-0.738200,-0.957068,-0.960021,-0.982403,-0.981943,-0.986413,-0.991016,-0.967101,-0.956753,-0.953846
-0.548849,-0.495607,-0.424519,-0.398586,-0.429508,-0.416898,-0.377151,-0.378402,-0.381995,-0.314334,-0.313526,-0.397388,-0.423816,-0.371831,-0.359799,-0.466703,-0.639804,-0.558919,-0.435674,-0.321010,-0.239592,-0.252034,-0.298798,-0.342525,-0.308007,-0.252658,-0.297589,-0.344479,-0.371366,-0.408076,-0.457170,-0.274163,-0.250653,-0.280954,-0.309882,-0.291149,-0.239439,-0.270902,-0.317470,-0.317952,-0.325649,-0.295634,-0.317274,-0.398102,-0.453246,-0.365372,-0.314881,-0.303172,-0.275163,-0.306706
-0.467002,-0.433471,-0.438665,-0.464909,-0.414957,-0.409452,-0.389807,-0.385950,-0.405515,-0.313553,-0.357281,-0.400089,-0.313528,-0.162720,-0.165876,-0.236691,-0.231752,-0.326449,-0.287961,-0.357186,-0.305027,-0.232510,-0.259095,-0.238438,-0.218841,-0.234709,-0.134166,-0.103585,-0.207528,-0.238264,-0.272255,-0.279023,-0.185147,-0.104817,-0.302313,-0.319188,-0.316590,-0.280111,-0.242900,-0.321112,-0.302663,-0.298204,-0.331980,-0.317705,-0.283591,-0.308290,-0.387271,-0.378362,-0.334454,-0.311426
-0.920649,-0.988191,-0.992382,-0.994510,-0.994587,-0.991583,-0.873003,-0.867258,-0.826141,-0.936335,-0.974542,-0.980127,-0.928724,-0.978630,-0.990701,-0.996035,-0.997018,-0.997169,-0.995794,-0.993342,-0.990860,-0.991744,-0.997423,-0.996976,-0.996896,-0.996605,-0.935585,-0.964717,-0.988475,-0.995218,-0.996539,-0.997152,-0.996879,-0.994442,-0.991653,-0.991727,-0.985470,-0.982646,-0.738075,-0.902998,-0.966037,-0.979105,-0.985159,-0.997379,-0.998256,-0.999300,-0.997953,-0.996788,-0.996137,-0.978281
-0.854112,-0.963742,-0.993056,-0.974128,-0.961174,-0.963892,-0.956451,-0.961057,-0.950400,-0.915584,-0.916682,-0.949404,-0.962757,-0.957768,-0.930288,-0.927586,-0.921666,-0.975542,-0.992670,-0.993790,-0.990154,-0.980508,-0.977942,-0.987753,-0.995107,-0.997435,-0.997986,-0.998770,-0.997564,-0.997786,-0.991619,-0.934992,-0.975687,-0.962223,-0.953150,-0.961298,-0.981092,-0.992043,-0.997514,-0.997818,-0.996498,-0.996016,-0.998085,-0.997599,-0.997832,-0.909463,-0.848423,-0.840524,-0.929865,-0.966685
-0.919353,-0.977899,-0.990926,-0.995660,-0.992669,-0.991548,-0.987131,-0.986186,-0.980346,-0.976834,-0.978686,-0.979655,-0.988386,-0.969547,-0.940046,-0.977652,-0.990252,-0.994067,-0.995149,-0.997297,-0.995504,-0.994463,-0.994815,-0.988697,-0.987126,-0.988096,-0.992917,-0.995742,-0.996337,-0.994767,-0.929874,-0.959013,-0.986705,-0.991719,-0.994511,-0.994942,-0.994495,-0.998059,-0.991251,-0.984471,-0.981058,-0.964635,-0.956278,-0.969548,-0.978345,-0.979745,-0.932473,-0.961579,-0.966784,-0.991619
-0.429430,-0.416617,-0.430360,-0.477886,-0.482722,-0.524088,-0.567069,-0.553660,-0.512119,-0.442591,-0.419906,-0.385756,-0.372015,-0.393250,-0.397297,-0.424589,-0.360249,-0.249202,-0.254373,-0.330359,-0.342633,-0.372103,-0.438069,-0.392662,-0.355803,-0.376183,-0.397110,-0.382623,-0.334456,-0.367495,-0.125851,-0.101585,-0.117948,-0.189892,-0.201154,-0.223856,-0.234741,-0.209568,-0.166480,-0.149271,-0.183212,-0.203244,-0.245733,-0.015107,0.048226,-0.057317,-0.162784,-0.159780,-0.126189,-0.154298
