# x1
1.034418,1.051587,1.080255,1.085033,1.110629,1.072920,1.214597,1.089725,1.293437,1.183409,1.369291,1.323198,1.262347,1.349542,1.264756,1.574156,1.379359,1.437999,1.387382,1.397654
0.972716,0.947640,0.826014,0.952086,0.942324,0.864636,0.832463,0.898894,1.008209,0.810135,0.812011,0.746839,0.845031,0.604951,0.774728,0.583960,0.674733,0.674670,0.709309,0.446486
1.027653,1.018439,1.027888,1.093056,1.140154,1.078610,1.164092,1.137246,1.286842,1.099795,1.181430,1.063666,1.315552,1.401359,1.411300,1.202263,1.251724,1.454191,1.475299,1.401818
1.012817,0.988063,0.906642,0.910249,0.858589,0.881488,0.852838,0.841301,0.687728,0.748521,0.875319,0.850167,0.628398,0.712752,0.620572,0.633353,0.648631,0.531825,0.727386,0.491273
1.009878,1.073061,1.010030,1.059689,1.101083,1.125162,1.162942,1.239264,1.108087,1.288984,1.253384,1.203286,1.308839,1.163758,1.222064,1.204558,1.465141,1.285444,1.426164,1.478458
0.962425,0.978132,0.940748,0.933114,0.719135,0.891110,0.785976,0.992843,0.892334,0.639286,0.844355,0.749160,0.708497,0.667321,0.528842,0.612447,0.580410,0.317874,0.498804,0.845392
0.965291,1.012077,1.017408,1.026531,1.092049,1.050591,1.145272,0.954202,1.101186,1.113710,1.171299,1.255769,1.274301,1.252957,1.397339,1.438209,1.352193,1.515092,1.456924,1.890615
0.999951,0.895820,0.999941,0.961272,0.962266,0.838839,1.014653,0.792755,1.023239,1.008423,0.640878,0.864622,0.792542,0.793433,0.580313,0.561338,0.398556,0.579859,0.472038,0.256786
1.000787,1.066269,1.010700,1.107605,1.059054,1.129285,1.097222,1.097470,1.276270,1.278839,1.174804,1.144834,1.395965,1.214929,1.225833,1.155416,1.292349,1.077411,1.199754,1.286505
0.957675,0.904564,0.925856,0.965894,1.044527,0.899698,0.940990,0.863763,0.776876,0.808954,0.738762,0.742453,0.756770,0.753649,0.613156,0.441697,0.541025,0.377954,0.354237,0.273345
1.090108,0.986783,1.024074,1.063291,1.135330,1.126011,1.148271,1.090038,1.047030,1.185842,1.335610,1.271770,1.212249,1.263001,1.437276,1.401106,1.347092,1.519733,1.786250,1.574989
0.957453,1.001547,0.903169,0.964777,0.874547,0.888121,1.020902,0.833215,0.866922,0.974897,0.567544,0.735275,0.565079,0.848555,0.743078,0.680886,0.868715,0.534944,0.400708,0.494488
1.009708,1.041803,1.055137,1.074351,1.090122,1.172643,1.148062,1.091848,1.085196,1.225025,1.188415,1.116525,1.298953,1.360910,1.259647,1.141250,1.378232,1.402421,1.422430,1.515357
0.978457,1.001960,0.998660,0.972815,1.059723,0.776736,0.894591,0.940412,0.608178,1.019941,0.607620,0.929602,0.610673,0.703167,0.582753,0.827422,0.797692,0.616238,0.547443,0.655721
1.014638,1.088802,1.027443,0.955729,1.117455,1.083792,1.142450,1.260821,1.220664,1.156358,1.208495,1.103586,1.192784,1.409979,1.501922,1.280030,1.364567,1.490505,1.303341,1.243707
0.940871,0.952064,0.882061,0.975597,0.851585,0.925852,0.907563,0.801688,0.954808,1.022766,0.835479,0.751089,0.602375,0.926138,0.424283,0.708199,0.470432,0.487495,0.433679,0.819119
0.978919,1.007685,1.158663,1.029274,1.021437,1.077123,1.105171,1.186524,1.194253,1.102384,1.072104,1.180698,1.149075,1.189099,1.334665,1.147745,1.240429,1.141971,1.700831,1.691519
0.997020,0.929814,1.046718,0.984962,0.944330,0.906934,0.817181,0.940043,0.836965,0.805916,0.910424,0.817466,0.729560,0.826762,0.626741,0.676617,0.812856,0.683242,0.279313,0.597512
0.979265,1.113258,0.998777,0.984875,1.030406,0.991268,1.184065,1.204953,1.184243,1.082967,1.070973,1.250678,1.187274,1.099269,1.237465,1.122819,1.333070,1.359405,1.307479,1.606702
0.996858,1.025170,0.868868,0.872436,0.971107,0.874799,0.943063,0.753649,0.835375,0.835492,0.923910,0.585019,0.830066,0.641435,0.683339,0.713943,0.599204,0.460284,0.504971,0.641645
1.029240,1.002987,1.069093,1.103506,1.141958,0.935520,1.117032,1.221020,1.266241,1.061523,1.108640,1.226905,1.084095,1.351930,1.290158,1.444024,1.659558,1.321895,1.204054,1.505575
0.991489,0.947845,0.961831,0.926785,0.939090,0.954911,0.841503,0.769999,0.896310,0.763499,0.834400,0.673020,0.900809,0.636744,0.668810,0.723978,0.647513,0.420337,0.402782,0.604564
1.014167,1.010160,1.052370,1.133786,1.135304,1.104363,1.050108,1.308751,1.229044,1.188810,1.220948,1.226002,1.181114,1.028792,1.380993,1.319572,1.329446,1.450737,1.536237,1.285764
0.963198,1.024266,1.027899,0.864104,0.965019,0.903986,0.839967,0.985240,0.963036,0.827608,0.739682,0.792483,0.720691,0.630885,0.707989,0.618574,0.562392,0.610726,0.574650,0.231221
1.077409,1.074772,1.024291,1.022857,1.094468,1.106590,1.086634,1.067310,1.139032,1.116886,1.163324,1.203500,1.253752,1.184018,1.309228,1.178794,1.224712,1.612828,1.170469,1.488919
0.949765,0.961662,0.885797,0.914160,0.932185,0.984331,0.891980,0.829764,1.018016,0.832235,0.951494,0.786543,0.734913,0.583805,0.645020,0.853838,0.799304,0.582821,0.520966,0.427260
0.984116,1.003636,1.137679,1.067974,1.085510,1.018313,1.036200,1.063171,1.197347,1.198794,1.395158,1.317011,1.215009,1.500886,1.545495,1.281415,1.481728,1.252549,1.463972,1.477631
0.973445,1.028535,0.953476,0.921194,0.749067,0.765917,0.979982,0.716093,1.075840,0.896232,0.807776,0.698316,0.683615,0.723998,0.835240,0.672311,0.511270,0.870636,0.713485,0.751174
1.062891,1.069400,0.991324,1.067936,1.161312,0.965901,1.104457,1.204798,1.068179,1.221502,1.180495,1.335893,1.268588,1.282259,1.105012,1.174447,1.409286,1.362122,1.293948,1.576547
0.948203,0.998438,0.944431,0.944385,0.817501,1.054653,0.784476,0.773346,0.754524,0.885004,0.779890,0.658014,0.936478,0.731775,0.549770,0.389478,0.686365,0.525417,0.493292,0.622577
